Year,State,Region,Population,Mortality,,Bchecks,,,,,,,,,,,,,,
2013,Kansas,Midwest Region,2893957,320,"228,105",228.105,,,,,,,,,,,,,,
2013,Kentucky,South Region,4395295,612,"1,578,331",1578.331,,,,,,,,,,,,,,
2013,Louisiana,South Region,4625470,873,"353,025",353.025,,,,,,,,,,,,,,
2013,Maine,Northeast Region,1328302,150,"96,760",96.76,,,,,,,,,,,,,,
2013,Maryland,South Region,5928814,556,"231,182",231.182,,,,,,,,,,,,,,
2013,Massachusetts,Northeast Region,6692824,196,"251,361",251.361,,,,,,,,,,,,,,
2013,Michigan,Midwest Region,9895622,1177,"503,979",503.979,,,,,,,,,,,,,,
2013,Minnesota,Midwest Region,5420380,415,"525,774",525.774,,,,,,,,,,,,,,
2013,Mississippi,South Region,2991207,523,"231,711",231.711,,,,,,,,,,,,,,
2013,Missouri,Midwest Region,6044171,868,"567,009",567.009,,,,,,,,,,,,,,
2013,Montana,West Region,1015165,161,"137,830",137.83,,,,,,,,,,,,,,
2013,Nebraska,Midwest Region,1868516,162,"91,553",91.553,,,,,,,,,,,,,,
2013,Nevada,West Region,2790136,380,"146,892",146.892,,,,,,,,,,,,,,
2013,New Hampshire,Northeast Region,1323459,81,"147,726",147.726,,,,,,,,,,,,,,
2013,New Jersey,Northeast Region,8899339,492,"120,071",120.071,,,,,,,,,,,,,,
2013,New Mexico,West Region,2085287,304,"156,333",156.333,,,,,,,,,,,,,,
2013,New York,Northeast Region,19651127,845,"353,064",353.064,,,,,,,,,,,,,,
2013,North Carolina,South Region,9848060,1216,"574,622",574.622,,,,,,,,,,,,,,
2013,North Dakota,Midwest Region,723393,76,"85,812",85.812,,,,,,,,,,,,,,
2013,Ohio,Midwest Region,11570808,1268,"680,930",680.93,,,,,,,,,,,,,,
2013,Oklahoma,South Region,3850568,626,"380,634",380.634,,,,,,,,,,,,,,
2013,Oregon,West Region,3930065,443,"274,302",274.302,,,,,,,,,,,,,,
2013,Pennsylvania,Northeast Region,12773801,1426,"1,044,731",1044.731,,,,,,,,,,,,,,
2013,Rhode Island,Northeast Region,1051511,52,"26,666",26.666,,,,,,,,,,,,,,
2013,South Carolina,South Region,4774839,729,"335,695",335.695,,,,,,,,,,,,,,
2013,South Dakota,Midwest Region,844877,71,"92,055",92.055,,,,,,,,,,,,,,
2013,Tennessee,South Region,6495978,1023,"600,869",600.869,,,,,,,,,,,,,,
2013,Texas,South Region,26448193,2750,"1,633,278",1633.278,,,,,,,,,,,,,,
2013,Utah,West Region,2900872,328,"324,604",324.604,,,,,,,,,,,,,,
2013,Vermont,Northeast Region,626630,59,"36,135",36.135,,,,,,,,,,,,,,
2013,Virginia,South Region,8260405,855,"498,426",498.426,,,,,,,,,,,,,,
2013,Washington,West Region,6971406,610,"561,122",561.122,,,,,,,,,,,,,,
2013,West Virginia,South Region,1854304,268,"248,952",248.952,,,,,,,,,,,,,,
2013,Wisconsin,Midwest Region,5742713,562,"434,688",434.688,,,,,,,,,,,,,,
2013,Wyoming,West Region,582658,89,"70,671",70.671,,,,,,,,,,,,,,
2014,Alabama,South Region,4849377,800,"621,305",621.305,,,,,,,,,,,,,,
2014,Alaska,West Region,736732,136,"87,623",87.623,,,,,,,,,,,,,,
2014,Arizona,West Region,6731484,907,"310,672",310.672,,,,,,,,,,,,,,
2014,Arkansas,South Region,2966369,484,"234,282",234.282,,,,,,,,,,,,,,
2014,California,West Region,38802500,2853,"1,474,616",1474.616,,,,,,,,,,,,,,
2014,Colorado,West Region,5355866,651,"413,284",413.284,,,,,,,,,,,,,,
2014,Connecticut,Northeast Region,3596677,183,"270,297",270.297,,,,,,,,,,,,,,
2014,Delaware,South Region,935614,97,"42,950",42.95,,,,,,,,,,,,,,
2014,District of Columbia,South Region,658893,81,512,0.512,,,,,,,,,,,,,,
2014,Florida,South Region,19893297,2385,"1,034,546",1034.546,,,,,,,,,,,,,,
2014,Georgia,South Region,10097343,1376,"484,580",484.58,,,,,,,,,,,,,,
2014,Hawaii,West Region,1419561,33,"15,225",15.225,,,,,,,,,,,,,,
2014,Idaho,West Region,1634464,203,"131,742",131.742,,,,,,,,,,,,,,
2014,Illinois,Midwest Region,12880580,1160,"1,344,096",1344.096,,,,,,,,,,,,,,
2014,Indiana,Midwest Region,6596855,802,"647,550",647.55,,,,,,,,,,,,,,
2014,Iowa,Midwest Region,3107126,230,"127,022",127.022,,,,,,,,,,,,,,
2014,Kansas,Midwest Region,2904021,311,"172,167",172.167,,,,,,,,,,,,,,
2014,Kentucky,South Region,4413457,621,"2,492,184",2492.184,,,,,,,,,,,,,,
2014,Louisiana,South Region,4649676,884,"315,357",315.357,,,,,,,,,,,,,,
2014,Maine,Northeast Region,1330089,126,"83,085",83.085,,,,,,,,,,,,,,
2014,Maryland,South Region,5976407,526,"142,207",142.207,,,,,,,,,,,,,,
2014,Massachusetts,Northeast Region,6745408,220,"179,344",179.344,,,,,,,,,,,,,,
2014,Michigan,Midwest Region,9909877,1082,"424,091",424.091,,,,,,,,,,,,,,
2014,Minnesota,Midwest Region,5457173,367,"481,122",481.122,,,,,,,,,,,,,,
2014,Mississippi,South Region,2994079,540,"214,829",214.829,,,,,,,,,,,,,,
2014,Missouri,Midwest Region,6063589,929,"517,063",517.063,,,,,,,,,,,,,,
2014,Montana,West Region,1023579,163,"121,836",121.836,,,,,,,,,,,,,,
2014,Nebraska,Midwest Region,1881503,172,"68,568",68.568,,,,,,,,,,,,,,
2014,Nevada,West Region,2839099,415,"116,735",116.735,,,,,,,,,,,,,,
2014,New Hampshire,Northeast Region,1326813,110,"124,677",124.677,,,,,,,,,,,,,,
2014,New Jersey,Northeast Region,8938175,459,"92,320",92.32,,,,,,,,,,,,,,
2014,New Mexico,West Region,2085572,320,"139,780",139.78,,,,,,,,,,,,,,
2014,New York,Northeast Region,19746227,856,"365,427",365.427,,,,,,,,,,,,,,
2014,North Carolina,South Region,9943964,1190,"1,182,349",1182.349,,,,,,,,,,,,,,
2014,North Dakota,Midwest Region,739482,85,"70,548",70.548,,,,,,,,,,,,,,
2014,Ohio,Midwest Region,11594163,1194,"596,389",596.389,,,,,,,,,,,,,,
2014,Oklahoma,South Region,3878051,607,"348,495",348.495,,,,,,,,,,,,,,
2014,Oregon,West Region,3970239,475,"243,044",243.044,,,,,,,,,,,,,,
2014,Pennsylvania,Northeast Region,12787209,1377,"899,241",899.241,,,,,,,,,,,,,,
2014,Rhode Island,Northeast Region,1055173,33,"20,400",20.4,,,,,,,,,,,,,,
2014,South Carolina,South Region,4832482,758,"289,764",289.764,,,,,,,,,,,,,,
2014,South Dakota,Midwest Region,853175,76,"83,659",83.659,,,,,,,,,,,,,,
2014,Tennessee,South Region,6549352,1013,"533,394",533.394,,,,,,,,,,,,,,
2014,Texas,South Region,26956958,2824,"1,465,992",1465.992,,,,,,,,,,,,,,
2014,Utah,West Region,2942902,314,"263,812",263.812,,,,,,,,,,,,,,
2014,Vermont,Northeast Region,626562,59,"31,502",31.502,,,,,,,,,,,,,,
2014,Virginia,South Region,8326289,873,"419,764",419.764,,,,,,,,,,,,,,
2014,Washington,West Region,7061530,671,"482,115",482.115,,,,,,,,,,,,,,
2014,West Virginia,South Region,1850326,275,"221,847",221.847,,,,,,,,,,,,,,
2014,Wisconsin,Midwest Region,5757564,473,"334,308",334.308,,,,,,,,,,,,,,
2014,Wyoming,West Region,584153,78,"63,063",63.063,,,,,,,,,,,,,,
2015,Alabama,South Region,4858979,953,"737,509",737.509,,,,,,,,,,,,,,
2015,Alaska,West Region,738432,165,"85,621",85.621,,,,,,,,,,,,,,
2015,Arizona,West Region,6828065,953,"331,442",331.442,,,,,,,,,,,,,,
2015,Arkansas,South Region,2978204,514,"257,346",257.346,,,,,,,,,,,,,,
2015,California,West Region,39144818,2984,"1,761,079",1761.079,,,,,,,,,,,,,,
2015,Colorado,West Region,5456574,678,"454,062",454.062,,,,,,,,,,,,,,
2015,Connecticut,Northeast Region,3590886,184,"307,750",307.75,,,,,,,,,,,,,,
2015,Delaware,South Region,945934,108,"50,416",50.416,,,,,,,,,,,,,,
2015,District of Columbia,South Region,672228,116,742,0.742,,,,,,,,,,,,,,
2015,Florida,South Region,20271272,2540,"1,147,082",1147.082,,,,,,,,,,,,,,
2015,Georgia,South Region,10214860,1428,"566,946",566.946,,,,,,,,,,,,,,
2015,Hawaii,West Region,1431603,44,"15,290",15.29,,,,,,,,,,,,,,
2015,Idaho,West Region,1654930,237,"136,946",136.946,,,,,,,,,,,,,,
2015,Illinois,Midwest Region,12859995,1202,"1,247,398",1247.398,,,,,,,,,,,,,,
2015,Indiana,Midwest Region,6619680,825,"1,076,917",1076.917,,,,,,,,,,,,,,
2015,Iowa,Midwest Region,3123899,240,"147,309",147.309,,,,,,,,,,,,,,
2015,Kansas,Midwest Region,2911641,319,"185,859",185.859,,,,,,,,,,,,,,
2015,Kentucky,South Region,4425092,673,"3,218,371",3218.371,,,,,,,,,,,,,,
2015,Louisiana,South Region,4670724,941,"372,613",372.613,,,,,,,,,,,,,,
2015,Maine,Northeast Region,1329328,142,"94,744",94.744,,,,,,,,,,,,,,
2015,Maryland,South Region,6006401,689,"125,694",125.694,,,,,,,,,,,,,,
2015,Massachusetts,Northeast Region,6794422,204,"167,285",167.285,,,,,,,,,,,,,,
2015,Michigan,Midwest Region,9922576,1154,"500,921",500.921,,,,,,,,,,,,,,
2015,Minnesota,Midwest Region,5489594,396,"519,244",519.244,,,,,,,,,,,,,,
2015,Mississippi,South Region,2992333,585,"252,372",252.372,,,,,,,,,,,,,,
2015,Missouri,Midwest Region,6083672,1082,"584,875",584.875,,,,,,,,,,,,,,
2015,Montana,West Region,1032949,194,"127,705",127.705,,,,,,,,,,,,,,
2015,Nebraska,Midwest Region,1896190,164,"79,340",79.34,,,,,,,,,,,,,,
2015,Nevada,West Region,2890845,421,"127,480",127.48,,,,,,,,,,,,,,
2015,New Hampshire,Northeast Region,1330608,119,"136,816",136.816,,,,,,,,,,,,,,
2015,New Jersey,Northeast Region,8958013,462,"90,034",90.034,,,,,,,,,,,,,,
2015,New Mexico,West Region,2085109,366,"147,912",147.912,,,,,,,,,,,,,,
2015,New York,Northeast Region,19795791,829,"346,048",346.048,,,,,,,,,,,,,,
2015,North Carolina,South Region,10042802,1264,"531,876",531.876,,,,,,,,,,,,,,
2015,North Dakota,Midwest Region,756927,87,"69,429",69.429,,,,,,,,,,,,,,
2015,Ohio,Midwest Region,11613423,1379,"748,502",748.502,,,,,,,,,,,,,,
2015,Oklahoma,South Region,3911338,689,"359,276",359.276,,,,,,,,,,,,,,
2015,Oregon,West Region,4028977,467,"276,126",276.126,,,,,,,,,,,,,,
2015,Pennsylvania,Northeast Region,12802503,1470,"993,429",993.429,,,,,,,,,,,,,,
2015,Rhode Island,Northeast Region,1056298,50,"22,129",22.129,,,,,,,,,,,,,,
2015,South Carolina,South Region,4896146,841,"326,997",326.997,,,,,,,,,,,,,,
2015,South Dakota,Midwest Region,858469,88,"100,268",100.268,,,,,,,,,,,,,,
2015,Tennessee,South Region,6600299,1066,"654,192",654.192,,,,,,,,,,,,,,
2015,Texas,South Region,27469114,3179,"1,574,266",1574.266,,,,,,,,,,,,,,
2015,Utah,West Region,2995919,354,"254,814",254.814,,,,,,,,,,,,,,
2015,Vermont,Northeast Region,626042,70,"34,588",34.588,,,,,,,,,,,,,,
2015,Virginia,South Region,8382993,934,"462,997",462.997,,,,,,,,,,,,,,
2015,Washington,West Region,7170351,699,"502,280",502.28,,,,,,,,,,,,,,
2015,West Virginia,South Region,1844128,265,"249,014",249.014,,,,,,,,,,,,,,
2015,Wisconsin,Midwest Region,5771337,599,"383,280",383.28,,,,,,,,,,,,,,
2015,Wyoming,West Region,586107,108,"62,339",62.339,,,,,,,,,,,,,,
2016,Alabama,South Region,4863300,1025,"616,947",616.947,,,,,,,,,,,,,,
2016,Alaska,West Region,741894,158,"87,647",87.647,,,,,,,,,,,,,,
2016,Arizona,West Region,6931071,1073,"416,279",416.279,,,,,,,,,,,,,,
2016,Arkansas,South Region,2988248,535,"266,014",266.014,,,,,,,,,,,,,,
2016,California,West Region,39250017,3110,"2,377,167",2377.167,,,,,,,,,,,,,,
2016,Colorado,West Region,5540545,785,"540,514",540.514,,,,,,,,,,,,,,
2016,Connecticut,Northeast Region,3576452,165,"317,692",317.692,,,,,,,,,,,,,,
2016,Delaware,South Region,952065,109,"59,430",59.43,,,,,,,,,,,,,,
2016,District of Columbia,South Region,681170,98,875,0.875,,,,,,,,,,,,,,
2016,Florida,South Region,20612439,2690,"1,435,340",1435.34,,,,,,,,,,,,,,
2016,Georgia,South Region,10310371,1557,"612,985",612.985,,,,,,,,,,,,,,
2016,Hawaii,West Region,1428557,59,"16,681",16.681,,,,,,,,,,,,,,
2016,Idaho,West Region,1683140,230,"156,343",156.343,,,,,,,,,,,,,,
2016,Illinois,Midwest Region,12801539,1474,"1,924,070",1924.07,,,,,,,,,,,,,,
2016,Indiana,Midwest Region,6633053,979,"1,436,725",1436.725,,,,,,,,,,,,,,
2016,Iowa,Midwest Region,3134693,277,"202,277",202.277,,,,,,,,,,,,,,
2016,Kansas,Midwest Region,2907289,370,"196,548",196.548,,,,,,,,,,,,,,
2016,Kentucky,South Region,4436974,750,"3,676,847",3676.847,,,,,,,,,,,,,,
2016,Louisiana,South Region,4681666,979,"391,869",391.869,,,,,,,,,,,,,,
2016,Maine,Northeast Region,1331479,112,"111,582",111.582,,,,,,,,,,,,,,
2016,Maryland,South Region,6016447,687,"165,367",165.367,,,,,,,,,,,,,,
2016,Massachusetts,Northeast Region,6811779,229,"226,212",226.212,,,,,,,,,,,,,,
2016,Michigan,Midwest Region,9928300,1225,"579,605",579.605,,,,,,,,,,,,,,
2016,Minnesota,Midwest Region,5519952,415,"651,599",651.599,,,,,,,,,,,,,,
2016,Mississippi,South Region,2988726,581,"276,161",276.161,,,,,,,,,,,,,,
2016,Missouri,Midwest Region,6093000,1127,"632,319",632.319,,,,,,,,,,,,,,
2016,Montana,West Region,1042520,180,"136,337",136.337,,,,,,,,,,,,,,
2016,Nebraska,Midwest Region,1907116,161,"88,663",88.663,,,,,,,,,,,,,,
2016,Nevada,West Region,2940058,483,"147,992",147.992,,,,,,,,,,,,,,
2016,New Hampshire,Northeast Region,1334795,123,"165,164",165.164,,,,,,,,,,,,,,
2016,New Jersey,Northeast Region,8944469,473,"121,853",121.853,,,,,,,,,,,,,,
2016,New Mexico,West Region,2081015,356,"161,216",161.216,,,,,,,,,,,,,,
2016,New York,Northeast Region,19745289,880,"404,772",404.772,,,,,,,,,,,,,,
2016,North Carolina,South Region,10146788,1385,"601,445",601.445,,,,,,,,,,,,,,
2016,North Dakota,Midwest Region,757952,85,"72,036",72.036,,,,,,,,,,,,,,
2016,Ohio,Midwest Region,11614373,1509,"875,724",875.724,,,,,,,,,,,,,,
2016,Oklahoma,South Region,3923561,755,"364,590",364.59,,,,,,,,,,,,,,
2016,Oregon,West Region,4093465,492,"324,708",324.708,,,,,,,,,,,,,,
2016,Pennsylvania,Northeast Region,12784227,1540,"1,143,220",1143.22,,,,,,,,,,,,,,
2016,Rhode Island,Northeast Region,1056426,48,"27,758",27.758,,,,,,,,,,,,,,
2016,South Carolina,South Region,4961119,882,"402,978",402.978,,,,,,,,,,,,,,
2016,South Dakota,Midwest Region,865454,98,"111,921",111.921,,,,,,,,,,,,,,
2016,Tennessee,South Region,6651194,1140,"714,774",714.774,,,,,,,,,,,,,,
2016,Texas,South Region,27862596,3318,"1,721,726",1721.726,,,,,,,,,,,,,,
2016,Utah,West Region,3051217,357,"294,907",294.907,,,,,,,,,,,,,,
2016,Vermont,Northeast Region,624594,69,"39,417",39.417,,,,,,,,,,,,,,
2016,Virginia,South Region,8411808,1024,"528,369",528.369,,,,,,,,,,,,,,
2016,Washington,West Region,7288000,661,"713,996",713.996,,,,,,,,,,,,,,
2016,West Virginia,South Region,1831102,316,"242,350",242.35,,,,,,,,,,,,,,
2016,Wisconsin,Midwest Region,5778708,643,"561,819",561.819,,,,,,,,,,,,,,
2016,Wyoming,West Region,585501,98,"63,594",63.594,,,,,,,,,,,,,,
2017,Alabama,South Region,4874747,1116,"477,345",477.345,,,,,,,,,,,,,,
2017,Alaska,West Region,739795,165,"80,839",80.839,,,,,,,,,,,,,,
2017,Arizona,West Region,7016270,1115,"384,930",384.93,,,,,,,,,,,,,,
2017,Arkansas,South Region,3004279,603,"237,629",237.629,,,,,,,,,,,,,,
2017,California,West Region,39536653,3098,"1,570,110",1570.11,,,,,,,,,,,,,,
2017,Colorado,West Region,5607154,752,"496,995",496.995,,,,,,,,,,,,,,
2017,Connecticut,Northeast Region,3588184,182,"181,779",181.779,,,,,,,,,,,,,,
2017,Delaware,South Region,961939,107,"50,639",50.639,,,,,,,,,,,,,,
2017,District of Columbia,South Region,693972,90,"1,540",1.54,,,,,,,,,,,,,,
2017,Florida,South Region,20984400,2706,"1,276,549",1276.549,,,,,,,,,,,,,,
2017,Georgia,South Region,10429379,1595,"541,655",541.655,,,,,,,,,,,,,,
2017,Hawaii,West Region,1427538,30,"12,742",12.742,,,,,,,,,,,,,,
2017,Idaho,West Region,1716943,271,"182,099",182.099,,,,,,,,,,,,,,
2017,Illinois,Midwest Region,12802023,1533,"1,601,087",1601.087,,,,,,,,,,,,,,
2017,Indiana,Midwest Region,6666818,1003,"830,357",830.357,,,,,,,,,,,,,,
2017,Iowa,Midwest Region,3145711,286,"160,981",160.981,,,,,,,,,,,,,,
2017,Kansas,Midwest Region,2913123,463,"191,451",191.451,,,,,,,,,,,,,,
2017,Kentucky,South Region,4454189,713,"4,641,480",4641.48,,,,,,,,,,,,,,
2017,Louisiana,South Region,4684333,988,"329,201",329.201,,,,,,,,,,,,,,
2017,Maine,Northeast Region,1335907,161,"96,590",96.59,,,,,,,,,,,,,,
2017,Maryland,South Region,6052177,725,"158,659",158.659,,,,,,,,,,,,,,
2017,Massachusetts,Northeast Region,6859819,255,"206,492",206.492,,,,,,,,,,,,,,
2017,Michigan,Midwest Region,9962311,1120,"513,243",513.243,,,,,,,,,,,,,,
2017,Minnesota,Midwest Region,5576606,443,"683,544",683.544,,,,,,,,,,,,,,
2017,Mississippi,South Region,2984100,626,"251,852",251.852,,,,,,,,,,,,,,
2017,Missouri,Midwest Region,6113532,1295,"524,973",524.973,,,,,,,,,,,,,,
2017,Montana,West Region,1050493,234,"123,938",123.938,,,,,,,,,,,,,,
2017,Nebraska,Midwest Region,1920076,155,"74,318",74.318,,,,,,,,,,,,,,
2017,Nevada,West Region,2998039,482,"129,622",129.622,,,,,,,,,,,,,,
2017,New Hampshire,Northeast Region,1342795,132,"129,090",129.09,,,,,,,,,,,,,,
2017,New Jersey,Northeast Region,9005644,465,"103,739",103.739,,,,,,,,,,,,,,
2017,New Mexico,West Region,2088070,362,"159,779",159.779,,,,,,,,,,,,,,
2017,New York,Northeast Region,19849399,745,"382,495",382.495,,,,,,,,,,,,,,
2017,North Carolina,South Region,10273419,1405,"537,813",537.813,,,,,,,,,,,,,,
2017,North Dakota,Midwest Region,755393,93,"66,977",66.977,,,,,,,,,,,,,,
2017,Ohio,Midwest Region,11658609,1568,"753,072",753.072,,,,,,,,,,,,,,
2017,Oklahoma,South Region,3930864,667,"334,351",334.351,,,,,,,,,,,,,,
2017,Oregon,West Region,4142776,512,"341,167",341.167,,,,,,,,,,,,,,
2017,Pennsylvania,Northeast Region,12805537,1608,"1,062,651",1062.651,,,,,,,,,,,,,,
2017,Rhode Island,Northeast Region,1059639,43,"24,677",24.677,,,,,,,,,,,,,,
2017,South Carolina,South Region,5024369,884,"396,920",396.92,,,,,,,,,,,,,,
2017,South Dakota,Midwest Region,869666,94,"98,573",98.573,,,,,,,,,,,,,,
2017,Tennessee,South Region,6715984,1229,"767,953",767.953,,,,,,,,,,,,,,
2017,Texas,South Region,28304596,3476,"1,549,434",1549.434,,,,,,,,,,,,,,
2017,Utah,West Region,3101833,397,"270,477",270.477,,,,,,,,,,,,,,
2017,Vermont,Northeast Region,623657,62,"37,610",37.61,,,,,,,,,,,,,,
2017,Virginia,South Region,8470020,1017,"520,827",520.827,,,,,,,,,,,,,,
2017,Washington,West Region,7405743,804,"579,678",579.678,,,,,,,,,,,,,,
2017,West Virginia,South Region,1815857,336,"222,768",222.768,,,,,,,,,,,,,,
2017,Wisconsin,Midwest Region,5795483,594,"526,523",526.523,,,,,,,,,,,,,,
2017,Wyoming,West Region,579315,99,"54,711",54.711,,,,,,,,,,,,,,
