"","Country","Region","Year","Population","Life.Expectancy","Health.Expenditure"
"2303","Togo","Sub-Saharan Africa",2007,5652811,55.62619512,28.987533
"2304","Tonga","East Asia & Pacific",2007,102254,71.73804878,205.1404712
"2305","Trinidad and Tobago","Latin America & Caribbean",2007,1325672,69.06614634,787.4729646
"2306","Tunisia","Middle East & North Africa",2007,10225100,74.20243902,216.7013258
"2307","Turkey","Europe & Central Asia",2007,69992754,72.81065854,556.4176865
"2308","Turkmenistan","Europe & Central Asia",2007,4858843,64.59831707,112.7256641
"2309","Uganda","Sub-Saharan Africa",2007,30339895,51.72968293,37.91286647
"2310","Ukraine","Europe & Central Asia",2007,46509350,68.22219512,195.9739908
"2311","United Arab Emirates","Middle East & North Africa",2007,5405541,76.03843902,1204.028251
"2312","United Kingdom","Europe & Central Asia",2007,60986649,79.44878049,3910.352301
"2313","United States","North America",2007,301231207,77.83902439,7482.458818
"2314","Uruguay","Latin America & Caribbean",2007,3323906,75.85512195,560.8447877
"2315","Uzbekistan","Europe & Central Asia",2007,26868000,67.41129268,46.96308014
"2316","Vanuatu","East Asia & Pacific",2007,222377,69.94465854,109.5775608
"2317","Venezuela, RB","Latin America & Caribbean",2007,27483000,73.56243902,497.794225
"2318","Vietnam","East Asia & Pacific",2007,84221100,74.16534146,58.39865327
"2319","Yemen, Rep.","Middle East & North Africa",2007,21946990,63.66534146,57.43712459
"2320","Zambia","Sub-Saharan Africa",2007,12055384,46.19763415,53.98641695
"2321","Afghanistan","South Asia",2008,32517656,47.53856098,34.98059601
"2322","Albania","Europe & Central Asia",2008,3181397,76.6207561,244.0244875
"2323","Algeria","Middle East & North Africa",2008,34428028,72.38904878,185.7074854
"2324","Angola","Sub-Saharan Africa",2008,18037964,49.84741463,179.4320957
"2325","Argentina","Latin America & Caribbean",2008,39714298,75.29253659,685.1687561
"2326","Armenia","Europe & Central Asia",2008,3079087,73.49595122,142.7180898
"2327","Australia","East Asia & Pacific",2008,21384400,81.39512195,4237.325456
"2328","Austria","Europe & Central Asia",2008,8336926,80.23414634,5211.40999
"2329","Azerbaijan","Europe & Central Asia",2008,8763400,70.06785366,238.9227146
"2330","Bahamas, The","Latin America & Caribbean",2008,333661,74.69385366,1805.112269
"2331","Bahrain","Middle East & North Africa",2008,1052359,74.75860976,773.5133927
"2332","Bangladesh","South Asia",2008,145478300,68.00402439,19.35205288
"2333","Barbados","Latin America & Caribbean",2008,272180,76.26436585,958.1784845
"2334","Belarus","Europe & Central Asia",2008,9528000,70.45609756,373.347528
"2335","Belgium","Europe & Central Asia",2008,10709973,79.6804878,4733.081216
"2336","Belize","Latin America & Caribbean",2008,322100,75.3775122,235.0139676
"2337","Benin","Sub-Saharan Africa",2008,8355980,54.78731707,33.30743986
"2338","Bhutan","South Asia",2008,701363,66.15131707,94.01990413
"2339","Bolivia","Latin America & Caribbean",2008,9618466,65.65809756,85.47783675
"2340","Bosnia and Herzegovina","Europe & Central Asia",2008,3774164,75.10631707,434.335112
"2341","Botswana","Sub-Saharan Africa",2008,1954822,52.66368293,304.6029051
"2342","Brazil","Latin America & Caribbean",2008,191543237,72.42709756,715.0808321
"2343","Brunei Darussalam","East Asia & Pacific",2008,384695,77.66229268,876.9586543
"2344","Bulgaria","Europe & Central Asia",2008,7623395,72.96341463,474.1028261
"2345","Burkina Faso","Sub-Saharan Africa",2008,15515258,53.9824878,36.51270656
"2346","Burundi","Sub-Saharan Africa",2008,7943385,48.9757561,19.08096604
"2347","Cambodia","East Asia & Pacific",2008,13822644,61.58085366,40.50030447
"2348","Cameroon","Sub-Saharan Africa",2008,18758778,50.16090244,63.83443112
"2349","Canada","North America",2008,33317662,80.96487805,4629.676836
"2350","Cape Verde","Sub-Saharan Africa",2008,487371,73.33619512,145.482492
"2351","Central African Republic","Sub-Saharan Africa",2008,4237961,46.1632439,20.16734572
"2352","Chad","Sub-Saharan Africa",2008,10653762,48.6057561,28.03007806
"2353","Chile","Latin America & Caribbean",2008,16795593,78.64721951,760.5572579
"2354","China","East Asia & Pacific",2008,1324655000,72.83534146,156.6122151
"2355","Colombia","Latin America & Caribbean",2008,45005782,72.98434146,368.5835199
"2356","Comoros","Sub-Saharan Africa",2008,697034,59.86117073,40.46590601
"2357","Congo, Dem. Rep.","Sub-Saharan Africa",2008,62474901,47.55734146,13.70413496
"2358","Congo, Rep.","Sub-Saharan Africa",2008,3836339,56.15934146,64.45655959
"2359","Costa Rica","Latin America & Caribbean",2008,4522124,78.94626829,614.7904998
"2360","Cote d'Ivoire","Sub-Saharan Africa",2008,18987007,53.37770732,71.8340777
"2361","Croatia","Europe & Central Asia",2008,4434000,75.91219512,1224.041833
"2362","Cuba","Latin America & Caribbean",2008,11266905,78.54741463,584.0994651
"2363","Cyprus","Europe & Central Asia",2008,1077001,79.02146341,2182.163605
"2364","Czech Republic","Europe & Central Asia",2008,10424336,76.97560976,1473.828372
"2365","Denmark","Europe & Central Asia",2008,5493621,78.44634146,6376.10081
"2366","Djibouti","Middle East & North Africa",2008,855636,56.75509756,82.47327166
"2367","Dominican Republic","Latin America & Caribbean",2008,9664948,72.72895122,246.5284124
"2368","Ecuador","Latin America & Caribbean",2008,14056740,75.15058537,277.1009277
"2369","Egypt, Arab Rep.","Middle East & North Africa",2008,78323298,72.47543902,101.2424499
"2370","El Salvador","Latin America & Caribbean",2008,6129628,71.31087805,215.9022427
"2371","Equatorial Guinea","Sub-Saharan Africa",2008,662327,50.24721951,745.2193535
"2372","Eritrea","Sub-Saharan Africa",2008,4947521,60.10526829,9.47048066
"2373","Estonia","Europe & Central Asia",2008,1340675,73.77073171,1073.078209
"2374","Ethiopia","Sub-Saharan Africa",2008,79446419,57.45078049,14.04361326
"2375","Fiji","East Asia & Pacific",2008,843651,68.97158537,153.6235984
"2376","Finland","Europe & Central Asia",2008,5313399,79.56829268,4249.934641
"2377","France","Europe & Central Asia",2008,64370515,80.86829268,4862.348834
"2378","Gabon","Sub-Saharan Africa",2008,1450310,61.38112195,263.3325999
"2379","Gambia, The","Sub-Saharan Africa",2008,1636107,57.5242439,25.42957667
"2380","Georgia","Europe & Central Asia",2008,4383700,72.98463415,261.8769209
"2381","Germany","Europe & Central Asia",2008,82110097,79.73658537,4716.107846
"2382","Ghana","Sub-Saharan Africa",2008,23264176,62.8735122,68.52161415
"2383","Greece","Europe & Central Asia",2008,11237094,79.93902439,3313.894098
"2384","Grenada","Latin America & Caribbean",2008,103723,75.32178049,474.0900717
"2385","Guatemala","Latin America & Caribbean",2008,13690846,70.35234146,198.5049907
"2386","Guinea","Sub-Saharan Africa",2008,9559110,52.6872439,28.92021531
"2387","Guinea-Bissau","Sub-Saharan Africa",2008,1453757,46.95926829,34.05591605
"2388","Guyana","Latin America & Caribbean",2008,751578,68.79921951,171.6123182
"2389","Haiti","Latin America & Caribbean",2008,9736332,61.07478049,36.02528666
"2390","Honduras","Latin America & Caribbean",2008,7302742,72.24097561,159.7012757
"2391","Hungary","Europe & Central Asia",2008,10038188,73.70243902,1146.578624
"2392","Iceland","Europe & Central Asia",2008,317414,81.6097561,4880.994785
"2393","India","South Asia",2008,1190863679,64.42295122,42.70130646
"2394","Indonesia","East Asia & Pacific",2008,234951154,68.07514634,61.75383003
"2395","Iran, Islamic Rep.","Middle East & North Africa",2008,72289291,72.21965854,312.5518964
"2396","Iraq","Middle East & North Africa",2008,30178292,67.87112195,160.7317203
"2397","Ireland","Europe & Central Asia",2008,4425683,79.14146341,5241.043435
"2398","Israel","Middle East & North Africa",2008,7308800,80.95121951,2124.360105
"2399","Italy","Europe & Central Asia",2008,59832179,81.38536585,3471.678586
"2400","Jamaica","Latin America & Caribbean",2008,2687200,72.32302439,272.3248162
"2401","Japan","East Asia & Pacific",2008,127704040,82.58756098,3253.102023
"2402","Jordan","Middle East & North Africa",2008,5787000,73.01621951,329.706989
"2403","Kazakhstan","Europe & Central Asia",2008,15673999,67.02195122,329.8598113
"2404","Kenya","Sub-Saharan Africa",2008,38455418,55.12421951,33.19619238
"2405","Korea, Rep.","East Asia & Pacific",2008,48949000,79.83268293,1228.757283
"2406","Kuwait","Middle East & North Africa",2008,2548351,74.37829268,1117.342301
"2407","Kyrgyz Republic","Europe & Central Asia",2008,5318700,68.45121951,59.9619728
"2408","Lao PDR","East Asia & Pacific",2008,6022001,66.18439024,36.87497498
"2409","Latvia","Europe & Central Asia",2008,2266094,72.4195122,980.8452682
"2410","Lebanon","Middle East & North Africa",2008,4166915,72.04731707,534.2348016
"2411","Lesotho","Sub-Saharan Africa",2008,2127412,45.93156098,72.44746837
"2412","Liberia","Sub-Saharan Africa",2008,3658460,54.72763415,27.47533374
"2413","Libya","Middle East & North Africa",2008,6149620,74.329,310.8905543
"2414","Lithuania","Europe & Central Asia",2008,3358115,71.81219512,934.406832
"2415","Luxembourg","Europe & Central Asia",2008,488650,80.53902439,8054.816359
"2416","Macedonia, FYR","Europe & Central Asia",2008,2052524,74.26712195,315.4700563
"2417","Madagascar","Sub-Saharan Africa",2008,19546282,65.83553659,17.47819881
"2418","Malawi","Sub-Saharan Africa",2008,14005113,51.80473171,25.60313646
"2419","Malaysia","East Asia & Pacific",2008,27502008,73.56812195,306.3683687
"2420","Maldives","South Asia",2008,307632,75.81104878,477.4404317
"2421","Mali","Sub-Saharan Africa",2008,14459990,50.12019512,40.72324434
"2422","Malta","Middle East & North Africa",2008,411950,79.43170732,1599.465097
"2423","Mauritania","Sub-Saharan Africa",2008,3295254,57.6682439,47.27616691
"2424","Mauritius","Sub-Saharan Africa",2008,1268565,72.57073171,395.0731856
"2425","Mexico","Latin America & Caribbean",2008,110627158,76.23634146,598.3378052
"2426","Micronesia, Fed. Sts.","East Asia & Pacific",2008,110367,68.4027561,306.0551423
"2427","Moldova","Europe & Central Asia",2008,3570107,68.34865854,193.4219437
"2428","Mongolia","East Asia & Pacific",2008,2667474,67.4862439,122.7064693
"2429","Montenegro","Europe & Central Asia",2008,629185,74.03358537,573.9169205
"2430","Morocco","Middle East & North Africa",2008,31321453,71.3077561,153.1680217
"2431","Mozambique","Sub-Saharan Africa",2008,22332900,48.89839024,24.35753357
"2432","Myanmar","East Asia & Pacific",2008,47250315,63.7817561,10.6130592
"2433","Namibia","Sub-Saharan Africa",2008,2200422,60.98934146,275.274878
"2434","Nepal","South Asia",2008,28905358,67.52795122,22.70146522
"2435","Netherlands","Europe & Central Asia",2008,16445593,80.25121951,5836.271979
"2436","New Zealand","East Asia & Pacific",2008,4268900,80.35121951,2820.247046
"2437","Nicaragua","Latin America & Caribbean",2008,5635577,73.11080488,105.2139705
"2438","Niger","Sub-Saharan Africa",2008,14450007,53.3344878,19.45086607
"2439","Nigeria","Sub-Saharan Africa",2008,150665730,50.47973171,87.63128595
"2440","Norway","Europe & Central Asia",2008,4768212,80.59268293,8138.628762
"2441","Oman","Middle East & North Africa",2008,2636963,72.99860976,472.7088693
"2442","Pakistan","South Asia",2008,167442258,64.72195122,28.92864547
"2443","Panama","Latin America & Caribbean",2008,3406487,75.62931707,493.0881736
"2444","Papua New Guinea","East Asia & Pacific",2008,6549268,61.70117073,55.82402014
"2445","Paraguay","Latin America & Caribbean",2008,6230242,71.86170732,167.3314687
"2446","Peru","Latin America & Caribbean",2008,28463338,73.30570732,256.2936678
"2447","Philippines","East Asia & Pacific",2008,90173139,67.98892683,74.62828181
"2448","Poland","Europe & Central Asia",2008,38125759,75.54390244,956.4948917
"2449","Portugal","Europe & Central Asia",2008,10622413,78.52439024,2423.551945
"2450","Qatar","Middle East & North Africa",2008,1396060,77.7745122,1547.61469
"2451","Romania","Europe & Central Asia",2008,21513622,72.56585366,516.4738511
"2452","Russian Federation","Europe & Central Asia",2008,141950000,67.84878049,596.480749
"2453","Rwanda","Sub-Saharan Africa",2008,10004092,54.20619512,43.52995858
"2454","Samoa","East Asia & Pacific",2008,181809,71.81370732,167.3488862
"2455","San Marino","Europe & Central Asia",2008,31198,82.83170732,4221.67062
"2456","Sao Tome and Principe","Sub-Saharan Africa",2008,159852,63.8697561,79.13477167
"2457","Saudi Arabia","Middle East & North Africa",2008,26166639,73.40207317,560.9889098
"2458","Senegal","Sub-Saharan Africa",2008,11787123,58.30936585,65.74653847
"2459","Serbia","Europe & Central Asia",2008,7350221,73.63658537,673.3951746
"2460","Seychelles","Sub-Saharan Africa",2008,86956,73.16341463,358.376453
"2461","Sierra Leone","Sub-Saharan Africa",2008,5612129,46.42526829,63.17233605
"2462","Singapore","East Asia & Pacific",2008,4839400,80.7902439,1669.509156
"2463","Slovak Republic","Europe & Central Asia",2008,5406626,74.70487805,1398.669145
"2464","Slovenia","Europe & Central Asia",2008,2021316,78.76585366,2244.156118
"2465","Solomon Islands","East Asia & Pacific",2008,510221,66.67346341,70.98564891
"2466","South Africa","Sub-Saharan Africa",2008,48793022,51.24021951,445.2355511
"2467","South Sudan","Sub-Saharan Africa",2008,8976845,61.51219512,33.97232208
"2468","Spain","Europe & Central Asia",2008,45555716,81.17560976,3125.584514
"2469","Sri Lanka","South Asia",2008,20217000,74.43326829,70.5661622
"2470","St. Lucia","Latin America & Caribbean",2008,170331,73.99919512,500.7422188
"2471","St. Vincent and the Grenadines","Latin America & Caribbean",2008,109178,71.72109756,299.3922427
"2472","Sudan","Sub-Saharan Africa",2008,32438306,60.47792683,96.74574833
"2473","Suriname","Latin America & Caribbean",2008,515066,69.77570732,395.8114926
"2474","Swaziland","Sub-Saharan Africa",2008,1031747,47.34192683,211.017192
"2475","Sweden","Europe & Central Asia",2008,9219637,81.1,4865.991151
"2476","Switzerland","Europe & Central Asia",2008,7647675,81.99268293,6995.701949
"2477","Syrian Arab Republic","Middle East & North Africa",2008,19637776,75.41260976,89.88517194
"2478","Tajikistan","Europe & Central Asia",2008,6691416,66.65597561,43.07761038
"2479","Tanzania","Sub-Saharan Africa",2008,42267667,55.76943902,26.28317021
"2480","Thailand","East Asia & Pacific",2008,68267982,73.61326829,158.415597
"2481","Timor-Leste","East Asia & Pacific",2008,1077911,61.08595122,53.09658021
"2482","Togo","Sub-Saharan Africa",2008,5776837,55.88031707,35.43502773
"2483","Tonga","East Asia & Pacific",2008,102910,71.8764878,206.8143218
"2484","Trinidad and Tobago","Latin America & Caribbean",2008,1331040,69.30514634,909.1604177
"2485","Tunisia","Middle East & North Africa",2008,10328900,74.30243902,246.3780725
"2486","Turkey","Europe & Central Asia",2008,70923730,73.12963415,624.0032834
"2487","Turkmenistan","Europe & Central Asia",2008,4918396,64.67570732,80.50645805
"2488","Uganda","Sub-Saharan Africa",2008,31339392,52.43997561,40.0052934
"2489","Ukraine","Europe & Central Asia",2008,46258200,68.25146341,259.6442146
"2490","United Arab Emirates","Middle East & North Africa",2008,6206623,76.22134146,1518.825343
"2491","United Kingdom","Europe & Central Asia",2008,61393521,79.6,3760.207315
"2492","United States","North America",2008,304093966,77.93902439,7760.474973
"2493","Uruguay","Latin America & Caribbean",2008,3334052,75.98073171,722.3730404
"2494","Uzbekistan","Europe & Central Asia",2008,27302700,67.56697561,57.54981458
"2495","Vanuatu","East Asia & Pacific",2008,228041,70.24358537,134.6715724
"2496","Venezuela, RB","Latin America & Caribbean",2008,27935000,73.75756098,634.4285653
"2497","Vietnam","East Asia & Pacific",2008,85122300,74.38546341,70.47103365
"2498","Yemen, Rep.","Middle East & North Africa",2008,22626595,64.13956098,68.22630216
"2499","Zambia","Sub-Saharan Africa",2008,12379612,47.05243902,70.94689796
"2500","Afghanistan","South Asia",2009,33438329,47.89885366,35.49851201
"2501","Albania","Europe & Central Asia",2009,3192723,76.76109756,238.2603038
"2502","Algeria","Middle East & North Africa",2009,34950168,72.6227561,180.5017691
"2503","Angola","Sub-Saharan Africa",2009,18555115,50.25102439,236.5510202
"2504","Argentina","Latin America & Caribbean",2009,40062470,75.46409756,725.0367866
"2505","Armenia","Europe & Central Asia",2009,3084979,73.64553659,128.7742572
"2506","Australia","East Asia & Pacific",2009,21778800,81.54390244,4118.488722
"2507","Austria","Europe & Central Asia",2009,8365275,80.08292683,5110.543173
"2508","Azerbaijan","Europe & Central Asia",2009,8947243,70.31763415,285.7955834
"2509","Bahamas, The","Latin America & Caribbean",2009,338358,74.97526829,1701.203169
"2510","Bahrain","Middle East & North Africa",2009,1169578,74.88978049,748.0431977
"2511","Bangladesh","South Asia",2009,147030145,68.32521951,22.44012725
"2512","Barbados","Latin America & Caribbean",2009,272750,76.41302439,842.7385236
"2513","Belarus","Europe & Central Asia",2009,9507000,70.40731707,310.7473675
"2514","Belgium","Europe & Central Asia",2009,10796493,79.98292683,4673.942439
"2515","Belize","Latin America & Caribbean",2009,333200,75.6185122,253.9885813
"2516","Benin","Sub-Saharan Africa",2009,8601771,55.17341463,34.16856338
"2517","Bhutan","South Asia",2009,713665,66.53204878,81.31767016
"2518","Bolivia","Latin America & Caribbean",2009,9773441,65.96385366,102.2787767
"2519","Bosnia and Herzegovina","Europe & Central Asia",2009,3767683,75.25043902,461.0259805
"2520","Botswana","Sub-Saharan Africa",2009,1981576,53.01153659,283.75697
"2521","Brazil","Latin America & Caribbean",2009,193246610,72.75980488,733.8992956
"2522","Brunei Darussalam","East Asia & Pacific",2009,391837,77.79792683,833.6900102
"2523","Bulgaria","Europe & Central Asia",2009,7585131,73.41219512,462.7499222
"2524","Burkina Faso","Sub-Saharan Africa",2009,15984479,54.46604878,38.77346279
"2525","Burundi","Sub-Saharan Africa",2009,8170853,49.42126829,19.95282351
"2526","Cambodia","East Asia & Pacific",2009,13977903,62.07219512,47.20393916
"2527","Cameroon","Sub-Saharan Africa",2009,19175028,50.58292683,60.41218882
"2528","Canada","North America",2009,33726915,80.66178049,4522.483828
"2529","Cape Verde","Sub-Saharan Africa",2009,491621,73.58680488,147.7241883
"2530","Central African Republic","Sub-Saharan Africa",2009,4318128,46.88370732,16.41526539
"2531","Chad","Sub-Saharan Africa",2009,10937089,48.88531707,28.44284012
"2532","Chile","Latin America & Caribbean",2009,16955737,78.76270732,782.3042229
"2533","China","East Asia & Pacific",2009,1331260000,73.0565122,191.2824584
"2534","Colombia","Latin America & Caribbean",2009,45654044,73.20997561,360.9739273
"2535","Comoros","Sub-Saharan Africa",2009,715774,60.22907317,29.61720469
"2536","Congo, Dem. Rep.","Sub-Saharan Africa",2009,64204304,47.79692683,15.96661882
"2537","Congo, Rep.","Sub-Saharan Africa",2009,3941454,56.5587561,55.14457398
"2538","Costa Rica","Latin America & Caribbean",2009,4590790,79.06917073,660.4261765
"2539","Cote d'Ivoire","Sub-Saharan Africa",2009,19350026,54.05590244,70.94074308
"2540","Croatia","Europe & Central Asia",2009,4429000,76.16829268,1095.203048
"2541","Cuba","Latin America & Caribbean",2009,11262628,78.77321951,650.5523633
"2542","Cyprus","Europe & Central Asia",2009,1090473,79.19695122,2066.89422
"2543","Czech Republic","Europe & Central Asia",2009,10487178,77.07804878,1494.456082
"2544","Denmark","Europe & Central Asia",2009,5523095,78.59756098,6451.703536
"2545","Djibouti","Middle East & North Africa",2009,872090,57.14504878,92.68621437
"2546","Dominican Republic","Latin America & Caribbean",2009,9796852,72.96197561,258.2401499
"2547","Ecuador","Latin America & Caribbean",2009,14261566,75.30219512,298.4485265
"2548","Egypt, Arab Rep.","Middle East & North Africa",2009,79716203,72.73412195,117.9955658
"2549","El Salvador","Latin America & Caribbean",2009,6160423,71.52060976,227.71171
"2550","Equatorial Guinea","Sub-Saharan Africa",2009,681115,50.5447561,928.0539197
"2551","Eritrea","Sub-Saharan Africa",2009,5097998,60.55692683,11.40494653
"2552","Estonia","Europe & Central Asia",2009,1340271,74.82439024,1004.459146
"2553","Ethiopia","Sub-Saharan Africa",2009,81187751,58.11817073,15.54771145
"2554","Fiji","East Asia & Pacific",2009,852323,69.10202439,145.9251811
"2555","Finland","Europe & Central Asia",2009,5338871,79.7195122,4113.189095
"2556","France","Europe & Central Asia",2009,64720232,81.06829268,4764.539587
"2557","Gabon","Sub-Saharan Africa",2009,1477514,61.84912195,273.415401
"2558","Gambia, The","Sub-Saharan Africa",2009,1681734,57.83821951,25.60691022
"2559","Georgia","Europe & Central Asia",2009,4410800,73.14714634,250.9573636
"2560","Germany","Europe & Central Asia",2009,81902307,79.83658537,4723.76117
"2561","Ghana","Sub-Saharan Africa",2009,23824402,63.38817073,54.19341778
"2562","Greece","Europe & Central Asia",2009,11282760,80.18780488,3180.176521
"2563","Grenada","Latin America & Caribbean",2009,104097,75.49234146,461.9720658
"2564","Guatemala","Latin America & Caribbean",2009,14033623,70.58463415,189.7880591
"2565","Guinea","Sub-Saharan Africa",2009,9761217,53.16992683,30.24476036
"2566","Guinea-Bissau","Sub-Saharan Africa",2009,1484120,47.3132439,36.90501963
"2567","Guyana","Latin America & Caribbean",2009,753013,69.19787805,173.0377056
"2568","Haiti","Latin America & Caribbean",2009,9864241,61.43468293,42.36906091
"2569","Honduras","Latin America & Caribbean",2009,7449923,72.532,173.1055604
"2570","Hungary","Europe & Central Asia",2009,10022650,73.90487805,977.4969517
"2571","Iceland","Europe & Central Asia",2009,318499,81.75121951,3657.257599
"2572","India","South Asia",2009,1207740408,64.77856098,43.59120015
"2573","Indonesia","East Asia & Pacific",2009,237414495,68.47097561,64.99271658
"2574","Iran, Islamic Rep.","Middle East & North Africa",2009,73137148,72.49207317,289.7594223
"2575","Iraq","Middle East & North Africa",2009,31090763,68.0915122,200.4141833
"2576","Ireland","Europe & Central Asia",2009,4458942,79.88780488,4713.57134
"2577","Israel","Middle East & North Africa",2009,7485600,81.40487805,1997.898408
"2578","Italy","Europe & Central Asia",2009,60192698,81.38536585,3323.340575
"2579","Jamaica","Latin America & Caribbean",2009,2695600,72.59465854,230.0655058
"2580","Japan","East Asia & Pacific",2009,127557958,82.93146341,3735.939351
"2581","Jordan","Middle East & North Africa",2009,5915000,73.15095122,377.2493801
"2582","Kazakhstan","Europe & Central Asia",2009,16093481,68.42926829,325.8709875
"2583","Kenya","Sub-Saharan Africa",2009,39462188,55.83936585,35.8384555
"2584","Korea, Rep.","East Asia & Pacific",2009,49182000,80.29731707,1173.749812
"2585","Kuwait","Middle East & North Africa",2009,2646286,74.48756098,1579.928129
"2586","Kyrgyz Republic","Europe & Central Asia",2009,5383300,69.10243902,60.4615506
"2587","Lao PDR","East Asia & Pacific",2009,6112143,66.6515122,34.45943197
"2588","Latvia","Europe & Central Asia",2009,2254834,73.0804878,784.0887534
"2589","Lebanon","Middle East & North Africa",2009,4196990,72.22978049,589.2156078
"2590","Lesotho","Sub-Saharan Africa",2009,2149201,46.66936585,83.23284622
"2591","Liberia","Sub-Saharan Africa",2009,3835929,55.47919512,41.44821012
"2592","Libya","Middle East & North Africa",2009,6262667,74.54556098,344.5654841
"2593","Lithuania","Europe & Central Asia",2009,3339456,72.91463415,835.7187761
"2594","Luxembourg","Europe & Central Asia",2009,497783,80.63658537,8262.379612
"2595","Macedonia, FYR","Europe & Central Asia",2009,2056769,74.44387805,296.9186626
"2596","Madagascar","Sub-Saharan Africa",2009,20124150,66.19136585,15.64484428
"2597","Malawi","Sub-Saharan Africa",2009,14442290,52.68095122,28.98891911
"2598","Malaysia","East Asia & Pacific",2009,27949395,73.79080488,316.5221427
"2599","Maldives","South Asia",2009,311739,76.19565854,489.5185
"2600","Mali","Sub-Saharan Africa",2009,14909813,50.53604878,41.17896466
"2601","Malta","Middle East & North Africa",2009,413991,79.89268293,1664.384849
"2602","Mauritania","Sub-Saharan Africa",2009,3377630,57.91963415,48.09352458
"2603","Mauritius","Sub-Saharan Africa",2009,1275032,72.88243902,388.6444557
"2604","Mexico","Latin America & Caribbean",2009,112033369,76.46556098,525.7222727
"2605","Micronesia, Fed. Sts.","East Asia & Pacific",2009,110676,68.58304878,335.8728114
"2606","Moldova","Europe & Central Asia",2009,3565603,68.61143902,190.4330986
"2607","Mongolia","East Asia & Pacific",2009,2711659,67.86412195,97.93877757
"2608","Montenegro","Europe & Central Asia",2009,630435,74.15007317,621.2344287
"2609","Morocco","Middle East & North Africa",2009,31634524,71.58941463,162.2295098
"2610","Mozambique","Sub-Saharan Africa",2009,22858607,49.27802439,26.43197978
"2611","Myanmar","East Asia & Pacific",2009,47601374,64.1995122,14.2411315
"2612","Namibia","Sub-Saharan Africa",2009,2242078,61.61858537,278.475674
"2613","Nepal","South Asia",2009,29432743,68.00168293,23.78145003
"2614","Netherlands","Europe & Central Asia",2009,16530388,80.54878049,5766.064809
"2615","New Zealand","East Asia & Pacific",2009,4315800,80.70243902,2701.929975
"2616","Nicaragua","Latin America & Caribbean",2009,5710230,73.43443902,109.8926286
"2617","Niger","Sub-Saharan Africa",2009,14972257,53.81582927,19.00263461
"2618","Nigeria","Sub-Saharan Africa",2009,154488072,50.94941463,74.38236593
"2619","Norway","Europe & Central Asia",2009,4828726,80.79512195,7592.895653
"2620","Oman","Middle East & North Africa",2009,2712141,73.00409756,511.1986165
"2621","Pakistan","South Asia",2009,170494367,64.95521951,26.32283237
"2622","Panama","Latin America & Caribbean",2009,3461901,75.8012439,564.8851756
"2623","Papua New Guinea","East Asia & Pacific",2009,6703361,62.07390244,49.97848014
"2624","Paraguay","Latin America & Caribbean",2009,6341892,72.06831707,187.5949396
"2625","Peru","Latin America & Caribbean",2009,28765162,73.54307317,235.7661264
"2626","Philippines","East Asia & Pacific",2009,91703090,68.2255122,76.5542007
"2627","Poland","Europe & Central Asia",2009,38151603,75.69512195,814.6296652
"2628","Portugal","Europe & Central Asia",2009,10632482,78.72682927,2381.085737
"2629","Qatar","Middle East & North Africa",2009,1597765,77.93919512,1612.145098
"2630","Romania","Europe & Central Asia",2009,21480401,73.3097561,431.4224542
"2631","Russian Federation","Europe & Central Asia",2009,141910000,68.60487805,527.2319621
"2632","Rwanda","Sub-Saharan Africa",2009,10311275,54.66580488,51.07412065
"2633","Samoa","East Asia & Pacific",2009,182401,72.06356098,153.8901905
"2634","San Marino","Europe & Central Asia",2009,31359,82.99554324,3559.068771
"2635","Sao Tome and Principe","Sub-Saharan Africa",2009,162515,64.10753659,100.6326906
"2636","Saudi Arabia","Middle East & North Africa",2009,26809105,73.63217073,575.8944585
"2637","Senegal","Sub-Saharan Africa",2009,12106865,58.63231707,60.43637774
"2638","Serbia","Europe & Central Asia",2009,7320807,73.68536585,576.5124281
"2639","Seychelles","Sub-Saharan Africa",2009,87298,73.03414634,297.8241965
"2640","Sierra Leone","Sub-Saharan Africa",2009,5739293,46.95768293,72.27930659
"2641","Singapore","East Asia & Pacific",2009,4987600,81.24146341,1771.892551
"2642","Slovak Republic","Europe & Central Asia",2009,5418590,74.9097561,1473.58743
"2643","Slovenia","Europe & Central Asia",2009,2039669,78.97073171,2231.492329
"2644","Solomon Islands","East Asia & Pacific",2009,524125,67.06712195,90.06974446
"2645","South Africa","Sub-Saharan Africa",2009,49320150,51.61131707,495.3104565
"2646","Spain","Europe & Central Asia",2009,45908594,81.47560976,3051.604966
"2647","Sri Lanka","South Asia",2009,20450000,74.56660976,70.79479431
"2648","St. Lucia","Latin America & Caribbean",2009,172370,74.23807317,525.3694813
"2649","St. Vincent and the Grenadines","Latin America & Caribbean",2009,109269,71.92126829,316.6982319
"2650","Sudan","Sub-Saharan Africa",2009,32970881,60.78546341,92.52103509
"2651","Suriname","Latin America & Caribbean",2009,519861,70.06702439,447.052812
"2652","Swaziland","Sub-Saharan Africa",2009,1043509,47.88882927,220.2134211
"2653","Sweden","Europe & Central Asia",2009,9298515,81.35121951,4337.087862
"2654","Switzerland","Europe & Central Asia",2009,7743831,82.04390244,7184.224075
"2655","Syrian Arab Republic","Middle East & North Africa",2009,20038112,75.56034146,95.44026999
"2656","Tajikistan","Europe & Central Asia",2009,6783390,66.96768293,43.51709825
"2657","Tanzania","Sub-Saharan Africa",2009,43524738,56.58973171,27.58928319
