"","Country","Region","Year","Population","Life.Expectancy","Health.Expenditure"
"611","Israel","Middle East & North Africa",1998,5971000,78.14878049,1429.20243
"612","Italy","Europe & Central Asia",1998,56906744,78.42682927,1652.734004
"613","Jamaica","Latin America & Caribbean",1998,2556780.051,70.31095122,175.0083629
"614","Japan","East Asia & Pacific",1998,126410000,80.50146341,2221.306368
"615","Jordan","Middle East & North Africa",1998,4597400,71.82902439,157.302966
"616","Kazakhstan","Europe & Central Asia",1998,15071300.13,64.56097561,70.05357115
"617","Kenya","Sub-Saharan Africa",1998,29696410,53.51197561,21.32202635
"618","Korea, Rep.","East Asia & Pacific",1998,46287000,74.81060976,312.9732008
"619","Kuwait","Middle East & North Africa",1998,1763693,73.58239024,652.7316821
"620","Kyrgyz Republic","Europe & Central Asia",1998,4769000,67.05121951,23.35560495
"621","Lao PDR","East Asia & Pacific",1998,5120845,60.20656098,16.03570555
"622","Latvia","Europe & Central Asia",1998,2410019,69.01219512,175.7532848
"623","Lebanon","Middle East & North Africa",1998,3644171,70.3317561,541.8962553
"624","Lesotho","Sub-Saharan Africa",1998,1900962,51.32182927,29.42292549
"625","Liberia","Sub-Saharan Africa",1998,2540835,43.9587561,8.384513752
"626","Libya","Middle East & North Africa",1998,5041233,71.94412195,221.5558612
"627","Lithuania","Europe & Central Asia",1998,3549331,71.2195122,192.7140563
"628","Luxembourg","Europe & Central Asia",1998,424700,77.01707317,2582.976759
"629","Macedonia, FYR","Europe & Central Asia",1998,1992404,72.57960976,187.229266
"630","Madagascar","Sub-Saharan Africa",1998,14430739,57.74612195,8.253876895
"631","Malawi","Sub-Saharan Africa",1998,10612353,46.03502439,9.083430628
"632","Malaysia","East Asia & Pacific",1998,22322448,71.76470732,95.88864087
"633","Maldives","South Asia",1998,263867,68.32573171,129.7782756
"634","Mali","Sub-Saharan Africa",1998,10662517,46.63397561,16.98580959
"635","Malta","Middle East & North Africa",1998,377516,77.1804878,661.9677648
"636","Mauritania","Sub-Saharan Africa",1998,2495316,56.86607317,23.85779556
"637","Mauritius","Sub-Saharan Africa",1998,1160421,70.60731707,126.8903968
"638","Mexico","Latin America & Caribbean",1998,97001933,73.73187805,236.9586742
"639","Micronesia, Fed. Sts.","East Asia & Pacific",1998,107605,67.07290244,141.9688865
"640","Moldova","Europe & Central Asia",1998,3652771,66.62192683,35.72680964
"641","Mongolia","East Asia & Pacific",1998,2366895,62.1757561,19.18377166
"642","Montenegro","Europe & Central Asia",1998,639309,75.31965854,100.370122
"643","Morocco","Middle East & North Africa",1998,28082684,67.88117073,55.0906224
"644","Mozambique","Sub-Saharan Africa",1998,17295521,46.72753659,11.30332187
"645","Myanmar","East Asia & Pacific",1998,43952526,61.27658537,2.006590952
"646","Namibia","Sub-Saharan Africa",1998,1802579,58.83185366,128.9050772
"647","Nepal","South Asia",1998,23255046,59.90609756,12.96135253
"648","Netherlands","Europe & Central Asia",1998,15707209,77.88292683,2067.169206
"649","New Zealand","East Asia & Pacific",1998,3815000,78.08536585,1124.060572
"650","Nicaragua","Latin America & Caribbean",1998,4911886,68.70165854,53.09833551
"651","Niger","Sub-Saharan Africa",1998,10185812,46.76034146,7.498752318
"652","Nigeria","Sub-Saharan Africa",1998,117983368,45.48614634,60.83266871
"653","Norway","Europe & Central Asia",1998,4431464,78.32926829,3154.94523
"654","Oman","Middle East & North Africa",1998,2262969,73.73080488,227.8212552
"655","Pakistan","South Asia",1998,137808222,62.73517073,15.58586312
"656","Panama","Latin America & Caribbean",1998,2843276,73.84,272.4673933
"657","Papua New Guinea","East Asia & Pacific",1998,5104153,58.1895122,28.08690072
"658","Paraguay","Latin America & Caribbean",1998,5124050,69.53097561,110.6986856
"659","Peru","Latin America & Caribbean",1998,25079136,69.50463415,101.8482499
"660","Philippines","East Asia & Pacific",1998,74040838,66.49539024,31.19610385
"661","Poland","Europe & Central Asia",1998,38663481,72.99756098,266.7368401
"662","Portugal","Europe & Central Asia",1998,10129290,75.71219512,933.3498427
"663","Qatar","Middle East & North Africa",1998,548828,75.90797561,637.0159346
"664","Romania","Europe & Central Asia",1998,22507344,69.80731707,69.97729854
"665","Russian Federation","Europe & Central Asia",1998,146899000,66.78390244,121.400976
"666","Rwanda","Sub-Saharan Africa",1998,6944116,41.27392683,15.06582855
"667","Samoa","East Asia & Pacific",1998,173543,68.76480488,72.13023609
"668","San Marino","Europe & Central Asia",1998,26271,80.17317073,2860.82074
"669","Sao Tome and Principe","Sub-Saharan Africa",1998,135838,62.08026829,37.23789815
"670","Saudi Arabia","Middle East & North Africa",1998,19256649,71.09426829,253.064996
"671","Senegal","Sub-Saharan Africa",1998,9035367,55.13856098,22.8442625
"672","Sierra Leone","Sub-Saharan Africa",1998,3953705,38.3254878,23.85936145
"673","Singapore","East Asia & Pacific",1998,3927200,77.4,705.5371836
"674","Slovak Republic","Europe & Central Asia",1998,5390516,72.55121951,234.7571824
"675","Slovenia","Europe & Central Asia",1998,1981629,74.80731707,856.7603299
"676","Solomon Islands","East Asia & Pacific",1998,386906,61.54363415,42.96869995
"677","Somalia","Sub-Saharan Africa",1998,6982940,46.99497561,7.426448762
"678","South Africa","Sub-Saharan Africa",1998,41899682.78,57.01760976,264.723672
"679","Spain","Europe & Central Asia",1998,39721108,78.66585366,1107.1403
"680","Sri Lanka","South Asia",1998,18784000,69.67714634,31.45238882
"681","St. Lucia","Latin America & Caribbean",1998,151952,71.45365854,220.6272498
"682","St. Vincent and the Grenadines","Latin America & Caribbean",1998,107907,70.23158537,122.7818164
"683","Sudan","Sub-Saharan Africa",1998,26356626,55.74002439,13.74915072
"684","Suriname","Latin America & Caribbean",1998,454124,67.87104878,178.3811671
"685","Swaziland","Sub-Saharan Africa",1998,1008143,51.79453659,84.4031706
"686","Sweden","Europe & Central Asia",1998,8850974,79.33902439,2335.529544
"687","Switzerland","Europe & Central Asia",1998,7110001,79.32439024,3850.618791
"688","Syrian Arab Republic","Middle East & North Africa",1998,15200324,73.60002439,56.6897248
"689","Tajikistan","Europe & Central Asia",1998,6027676,63.10426829,7.794116989
"690","Tanzania","Sub-Saharan Africa",1998,32388671,49.80085366,9.554286256
"691","Thailand","East Asia & Pacific",1998,61660383,72.33029268,67.76276579
"692","Togo","Sub-Saharan Africa",1998,4500173,54.51707317,16.43061073
"693","Tonga","East Asia & Pacific",1998,96966,70.49285366,91.98495531
"694","Trinidad and Tobago","Latin America & Caribbean",1998,1281396,68.66104878,173.5608627
"695","Tunisia","Middle East & North Africa",1998,9333300,72.05121951,127.1539241
"696","Turkey","Europe & Central Asia",1998,61742674,68.11904878,154.9018222
"697","Turkmenistan","Europe & Central Asia",1998,4395293,63.5772439,32.75255874
"698","Uganda","Sub-Saharan Africa",1998,22788843,45.14487805,14.79745216
"699","Ukraine","Europe & Central Asia",1998,50143939.13,67.96829268,55.47668855
"700","United Arab Emirates","Middle East & North Africa",1998,2755497,74.15704878,720.5852478
"701","United Kingdom","Europe & Central Asia",1998,58487141,77.1902439,1662.880602
"702","United States","North America",1998,275854000,76.5804878,4235.837199
"703","Uruguay","Latin America & Caribbean",1998,3273776.897,73.95414634,775.7000479
"704","Uzbekistan","Europe & Central Asia",1998,24051000,66.7147561,39.78945956
"705","Vanuatu","East Asia & Pacific",1998,177946,66.75119512,57.56341739
"706","Venezuela, RB","Latin America & Caribbean",1998,23413000,72.72926829,175.9668205
"707","Vietnam","East Asia & Pacific",1998,75456300,71.00156098,17.46661904
"708","Yemen, Rep.","Middle East & North Africa",1998,16716850,58.59658537,21.64078979
"709","Zambia","Sub-Saharan Africa",1998,9682058,42.25507317,21.83129799
"710","Zimbabwe","Sub-Saharan Africa",1998,12261742,47.39956098,53.3478824
"711","Albania","Europe & Central Asia",1999,3072725,73.72182927,65.02421307
"712","Algeria","Middle East & North Africa",1999,30099010,69.67304878,55.4928705
"713","Angola","Sub-Saharan Africa",1999,13511575,44.43909756,25.85126804
"714","Argentina","Latin America & Caribbean",1999,36541029,73.50346341,726.2321112
"715","Armenia","Europe & Central Asia",1999,3090624,70.4924878,34.03030962
"716","Australia","East Asia & Pacific",1999,18926000,78.93170732,1744.914063
"717","Austria","Europe & Central Asia",1999,7992324,77.77560976,2698.29707
"718","Azerbaijan","Europe & Central Asia",1999,7982750,66.3554878,30.52841235
"719","Bahamas, The","Latin America & Caribbean",1999,293988,71.30343902,1070.995612
"720","Bahrain","Middle East & North Africa",1999,626765,73.67136585,495.9627031
"721","Bangladesh","South Asia",1999,127214841,64.23390244,9.707999641
"722","Barbados","Latin America & Caribbean",1999,266758,75.30941463,569.0039736
"723","Belarus","Europe & Central Asia",1999,10035000,67.90731707,74.01814266
"724","Belgium","Europe & Central Asia",1999,10226419,77.6195122,2010.913339
"725","Belize","Latin America & Caribbean",1999,243100,73.44431707,111.0270883
"726","Benin","Sub-Saharan Africa",1999,6329476,52.2917561,18.03650781
"727","Bhutan","South Asia",1999,555377,60.45609756,49.64121943
"728","Bolivia","Latin America & Caribbean",1999,8138802,62.60087805,63.07862518
"729","Bosnia and Herzegovina","Europe & Central Asia",1999,3601438,73.714,113.5965174
"730","Botswana","Sub-Saharan Africa",1999,1728179,52.15895122,130.6674725
"731","Brazil","Latin America & Caribbean",1999,171936271,69.81446341,242.0004213
"732","Brunei Darussalam","East Asia & Pacific",1999,319654,75.98834146,589.1790199
"733","Bulgaria","Europe & Central Asia",1999,8210624,71.41219512,96.3090366
"734","Burkina Faso","Sub-Saharan Africa",1999,11951701,49.8854878,13.28007691
"735","Burundi","Sub-Saharan Africa",1999,6283662,45.67056098,7.031611954
"736","Cambodia","East Asia & Pacific",1999,12224414,57.08882927,17.76706611
"737","Cameroon","Sub-Saharan Africa",1999,15324051,50.4065122,28.97119901
"738","Canada","North America",1999,30499200,78.88292683,1936.587877
"739","Cape Verde","Sub-Saharan Africa",1999,429278,68.95639024,64.65687342
"740","Central African Republic","Sub-Saharan Africa",1999,3632287,43.95334146,11.37410212
"741","Chad","Sub-Saharan Africa",1999,7946982,48.73882927,11.3289682
"742","Chile","Latin America & Caribbean",1999,15231557,76.42282927,376.9523862
"743","China","East Asia & Pacific",1999,1252735000,71.08339024,38.60216862
"744","Colombia","Latin America & Caribbean",1999,39102653,70.71182927,191.392469
"745","Comoros","Sub-Saharan Africa",1999,547864,57.64509756,15.94531646
"746","Congo, Dem. Rep.","Sub-Saharan Africa",1999,48429878,45.44241463,11.19072684
"747","Congo, Rep.","Sub-Saharan Africa",1999,3055437,54.14090244,23.61276795
"748","Costa Rica","Latin America & Caribbean",1999,3831504,77.62273171,281.619973
"749","Cote d'Ivoire","Sub-Saharan Africa",1999,16242889,50.17890244,42.93138892
"750","Croatia","Europe & Central Asia",1999,4554000,72.64195122,371.989493
"751","Cuba","Latin America & Caribbean",1999,11068382,76.158,152.5986894
"752","Cyprus","Europe & Central Asia",1999,925504,77.8235122,781.0988625
"753","Czech Republic","Europe & Central Asia",1999,10283860,74.66829268,383.8318353
"754","Denmark","Europe & Central Asia",1999,5321799,76.34146341,2926.94835
"755","Djibouti","Middle East & North Africa",1999,711573,53.58941463,46.89280721
"756","Dominican Republic","Latin America & Caribbean",1999,8458164,70.63082927,150.2650576
"757","Ecuador","Latin America & Caribbean",1999,12148188,73.00614634,64.90718762
"758","Egypt, Arab Rep.","Middle East & North Africa",1999,66457136,68.44936585,72.76411955
"759","El Salvador","Latin America & Caribbean",1999,5911094,69.5332439,168.0738232
"760","Equatorial Guinea","Sub-Saharan Africa",1999,504001,48.64095122,39.85587706
"761","Eritrea","Sub-Saharan Africa",1999,3539885,55.40758537,9.083265123
"762","Estonia","Europe & Central Asia",1999,1375654,70.06341463,240.6151746
"763","Ethiopia","Sub-Saharan Africa",1999,63868806,51.19292683,4.510650641
"764","Fiji","East Asia & Pacific",1999,806927,67.42012195,74.54145408
"765","Finland","Europe & Central Asia",1999,5165474,77.29121951,1860.192885
"766","France","Europe & Central Asia",1999,60495363,78.60731707,2451.718945
"767","Gabon","Sub-Saharan Africa",1999,1206862,59.97204878,115.5448818
"768","Gambia, The","Sub-Saharan Africa",1999,1260283,54.84507317,23.03773625
"769","Georgia","Europe & Central Asia",1999,4452500,71.29319512,36.67806407
"770","Germany","Europe & Central Asia",1999,82100243,77.72682927,2689.947948
"771","Ghana","Sub-Saharan Africa",1999,18715676,58.13480488,20.48603084
"772","Greece","Europe & Central Asia",1999,10882580,77.98780488,1113.659828
"773","Grenada","Latin America & Caribbean",1999,101354,73.07746341,291.5232412
"774","Guatemala","Latin America & Caribbean",1999,10974314,67.21812195,82.17687084
"775","Guinea","Sub-Saharan Africa",1999,8226138,47.522,23.66370889
"776","Guinea-Bissau","Sub-Saharan Africa",1999,1216902,44.61936585,10.61591667
"777","Guyana","Latin America & Caribbean",1999,731496,63.94643902,44.45069672
"778","Haiti","Latin America & Caribbean",1999,8495358,58.17185366,27.20068471
"779","Honduras","Latin America & Caribbean",1999,6090164,70.12568293,55.34164331
"780","Hungary","Europe & Central Asia",1999,10237530,70.67707317,345.1602902
"781","Iceland","Europe & Central Asia",1999,277381,79.35121951,3218.816511
"782","India","South Asia",1999,1036258683,61.25587805,18.22737214
"783","Indonesia","East Asia & Pacific",1999,210610776,65.33070732,15.15809449
"784","Iran, Islamic Rep.","Middle East & North Africa",1999,64278307,69.45182927,177.9086546
"785","Iraq","Middle East & North Africa",1999,23589967,70.96887805,15.19664608
"786","Ireland","Europe & Central Asia",1999,3754786,76.07365854,1558.217226
"787","Israel","Middle East & North Africa",1999,6125000,78.65853659,1359.453079
"788","Italy","Europe & Central Asia",1999,56916317,78.82682927,1643.31301
"789","Jamaica","Latin America & Caribbean",1999,2574289.364,70.37626829,161.7347031
"790","Japan","East Asia & Pacific",1999,126650000,80.57073171,2603.802091
"791","Jordan","Middle East & North Africa",1999,4680500,71.95331707,160.5234482
"792","Kazakhstan","Europe & Central Asia",1999,14928425.85,65.5195122,48.95029296
"793","Kenya","Sub-Saharan Africa",1999,30462154,52.81321951,17.76716234
"794","Korea, Rep.","East Asia & Pacific",1999,46617000,75.37341463,422.4800071
"795","Kuwait","Middle East & North Africa",1999,1857217,73.66970732,594.9855949
"796","Kyrgyz Republic","Europe & Central Asia",1999,4840400,67.00243902,15.27470778
"797","Lao PDR","East Asia & Pacific",1999,5220920,60.81107317,10.36693736
"798","Latvia","Europe & Central Asia",1999,2390482,69.74292683,196.2894465
"799","Lebanon","Middle East & North Africa",1999,3690033,70.48368293,490.3069948
"800","Lesotho","Sub-Saharan Africa",1999,1934337,49.35782927,27.64706657
"801","Liberia","Sub-Saharan Africa",1999,2710963,44.8887561,9.838410555
"802","Libya","Middle East & North Africa",1999,5134324,72.26285366,229.4919311
"803","Lithuania","Europe & Central Asia",1999,3524238,71.57073171,193.093468
"804","Luxembourg","Europe & Central Asia",1999,430475,77.77073171,2867.509124
"805","Macedonia, FYR","Europe & Central Asia",1999,2001178,72.74421951,162.0933001
"806","Madagascar","Sub-Saharan Africa",1999,14892172,58.71629268,7.994966691
"807","Malawi","Sub-Saharan Africa",1999,10922265,45.96368293,10.59809435
"808","Malaysia","East Asia & Pacific",1999,22867698,71.95634146,106.7412226
"809","Maldives","South Asia",1999,268600,69.36421951,142.9182886
"810","Mali","Sub-Saharan Africa",1999,10969725,46.93839024,16.20183555
"811","Malta","Middle East & North Africa",1999,379360,77.14878049,656.1427591
"812","Marshall Islands","East Asia & Pacific",1999,52080,67.50487805,374.4021469
"813","Mauritania","Sub-Saharan Africa",1999,2567741,56.93141463,27.66104384
"814","Mauritius","Sub-Saharan Africa",1999,1175267,70.96097561,126.2702754
"815","Mexico","Latin America & Caribbean",1999,98513690,74.0132439,278.3587806
"816","Micronesia, Fed. Sts.","East Asia & Pacific",1999,107237,67.17263415,155.53255
"817","Moldova","Europe & Central Asia",1999,3646999,66.72697561,18.90233611
"818","Mongolia","East Asia & Pacific",1999,2388862,62.6165122,17.87467717
"819","Montenegro","Europe & Central Asia",1999,635689,75.10704878,98.39231361
"820","Morocco","Middle East & North Africa",1999,28444414,68.28390244,55.66948385
"821","Mozambique","Sub-Saharan Africa",1999,17735992,47.02097561,13.51834616
"822","Myanmar","East Asia & Pacific",1999,44496687,61.58714634,2.586128908
"823","Namibia","Sub-Saharan Africa",1999,1851034,58.20585366,127.499502
"824","Nepal","South Asia",1999,23825372,60.71580488,12.35461941
"825","Netherlands","Europe & Central Asia",1999,15812088,77.83658537,2105.041776
"826","New Zealand","East Asia & Pacific",1999,3835100,77.8902439,1153.423832
"827","Nicaragua","Latin America & Caribbean",1999,4994730,69.16853659,51.67504819
"828","Niger","Sub-Saharan Africa",1999,10548219,47.52202439,7.029463429
"829","Nigeria","Sub-Saharan Africa",1999,120784408,45.82953659,16.12939287
"830","Norway","Europe & Central Asia",1999,4461913,78.28292683,3325.038621
"831","Oman","Middle East & North Africa",1999,2259398,73.93826829,243.6037078
"832","Pakistan","South Asia",1999,141261069,62.95253659,15.65990011
"833","Panama","Latin America & Caribbean",1999,2899636,74.03090244,270.8268167
"834","Papua New Guinea","East Asia & Pacific",1999,5240560,58.48487805,26.82914829
"835","Paraguay","Latin America & Caribbean",1999,5233615,69.78253659,108.9547404
"836","Peru","Latin America & Caribbean",1999,25478577,69.99892683,98.40778965
"837","Philippines","East Asia & Pacific",1999,75669587,66.64802439,35.44030456
"838","Poland","Europe & Central Asia",1999,38660271,73.04390244,251.4396865
"839","Portugal","Europe & Central Asia",1999,10171949,75.96341463,986.2939684
"840","Qatar","Middle East & North Africa",1999,569870,76.10707317,631.726043
"841","Romania","Europe & Central Asia",1999,22472040,70.51219512,67.63565043
"842","Russian Federation","Europe & Central Asia",1999,146309000,66.04365854,77.08947458
"843","Rwanda","Sub-Saharan Africa",1999,7582861,44.23480488,11.15048066
"844","Samoa","East Asia & Pacific",1999,175169,69.13704878,82.34506461
"845","San Marino","Europe & Central Asia",1999,26551,80.52439024,3014.889301
"846","Sao Tome and Principe","Sub-Saharan Africa",1999,138475,62.21753659,45.07716414
"847","Saudi Arabia","Middle East & North Africa",1999,19578923,71.28907317,339.2429231
"848","Senegal","Sub-Saharan Africa",1999,9265135,55.43112195,24.22335738
"849","Sierra Leone","Sub-Saharan Africa",1999,4028260,38.97468293,28.49585248
"850","Singapore","East Asia & Pacific",1999,3958700,77.55121951,631.853266
"851","Slovak Republic","Europe & Central Asia",1999,5396020,72.90243902,218.3197989
"852","Slovenia","Europe & Central Asia",1999,1983045,75.0097561,877.1188791
"853","Solomon Islands","East Asia & Pacific",1999,397627,62.19087805,46.14111243
"854","Somalia","Sub-Saharan Africa",1999,7193120,47.69934146,7.43116333
"855","South Africa","Sub-Saharan Africa",1999,42923484.53,55.89253659,268.3314331
"856","Spain","Europe & Central Asia",1999,39926268,78.71707317,1132.175344
"857","Sri Lanka","South Asia",1999,19056000,70.25170732,30.50359703
"858","St. Lucia","Latin America & Caribbean",1999,153703,71.30487805,247.0194669
"859","St. Vincent and the Grenadines","Latin America & Caribbean",1999,107869,70.29807317,127.7600953
"860","Sudan","Sub-Saharan Africa",1999,26949878,56.34226829,12.10386323
"861","Suriname","Latin America & Caribbean",1999,460419,67.89263415,134.8853274
"862","Swaziland","Sub-Saharan Africa",1999,1009464,50.16207317,78.70331478
"863","Sweden","Europe & Central Asia",1999,8857874,79.44146341,2395.176136
"864","Switzerland","Europe & Central Asia",1999,7143991,79.5804878,3818.179445
"865","Syrian Arab Republic","Middle East & North Africa",1999,15572833,73.81621951,58.74934097
"866","Tajikistan","Europe & Central Asia",1999,6104268,63.42070732,6.901757233
"867","Tanzania","Sub-Saharan Africa",1999,33197305,50.04097561,9.228105579
"868","Thailand","East Asia & Pacific",1999,62408639,72.40946341,68.69954362
"869","Togo","Sub-Saharan Africa",1999,4650754,54.66729268,15.94178176
"870","Tonga","East Asia & Pacific",1999,97431,70.62507317,102.7812337
"871","Trinidad and Tobago","Latin America & Caribbean",1999,1286871,68.51997561,225.0078446
"872","Tunisia","Middle East & North Africa",1999,9455900,72.5,132.9480763
"873","Turkey","Europe & Central Asia",1999,62692616,68.79473171,187.8423256
"874","Turkmenistan","Europe & Central Asia",1999,4449427,63.74546341,33.81459404
"875","Uganda","Sub-Saharan Africa",1999,23482533,45.54814634,16.04639488
"876","Ukraine","Europe & Central Asia",1999,49673349.99,68.19390244,37.69349048
"877","United Arab Emirates","Middle East & North Africa",1999,2897038,74.38873171,722.0457528
"878","United Kingdom","Europe & Central Asia",1999,58682466,77.3902439,1770.716821
"879","United States","North America",1999,279040000,76.58292683,4450.044994
"880","Uruguay","Latin America & Caribbean",1999,3288819.058,74.15390244,811.2557523
"881","Uzbekistan","Europe & Central Asia",1999,24311700,66.84431707,41.9317052
"882","Vanuatu","East Asia & Pacific",1999,181239,67.15982927,52.11783395
"883","Venezuela, RB","Latin America & Caribbean",1999,23867000,72.86414634,231.8761737
"884","Vietnam","East Asia & Pacific",1999,76596700,71.48260976,17.98377241
"885","Yemen, Rep.","Middle East & North Africa",1999,17208494,59.1194878,21.73769153
"886","Zambia","Sub-Saharan Africa",1999,9945115,42.02121951,18.24764146
"887","Zimbabwe","Sub-Saharan Africa",1999,12405236,45.8474878,35.71190807
"888","Albania","Europe & Central Asia",2000,3071856,74.23873171,75.23641319
"889","Algeria","Middle East & North Africa",2000,30533827,70.02417073,62.60756271
"890","Angola","Sub-Saharan Africa",2000,13926373,45.20492683,18.88834693
"891","Argentina","Latin America & Caribbean",2000,36930709,73.71797561,709.3310353
"892","Armenia","Europe & Central Asia",2000,3076098,70.98943902,38.97545265
"893","Australia","East Asia & Pacific",2000,19153000,79.23414634,1713.138146
"894","Austria","Europe & Central Asia",2000,8011566,78.02682927,2403.248441
"895","Azerbaijan","Europe & Central Asia",2000,8048600,66.75721951,30.36441181
"896","Bahamas, The","Latin America & Caribbean",2000,297651,71.62829268,1107.169134
"897","Bahrain","Middle East & North Africa",2000,638193,73.79607317,496.7217566
"898","Bangladesh","South Asia",2000,129592275,64.73034146,9.877356404
"899","Barbados","Latin America & Caribbean",2000,267511,75.40826829,601.1528498
"900","Belarus","Europe & Central Asia",2000,10005000,68.91219512,63.48191769
"901","Belgium","Europe & Central Asia",2000,10251250,77.72195122,1844.077377
"902","Belize","Latin America & Caribbean",2000,249800,73.53112195,133.2293942
"903","Benin","Sub-Saharan Africa",2000,6517810,52.56534146,15.70404125
"904","Bhutan","South Asia",2000,571262,61.37421951,51.64428898
"905","Bolivia","Latin America & Caribbean",2000,8307248,62.96368293,61.41930474
"906","Bosnia and Herzegovina","Europe & Central Asia",2000,3693698,74.30812195,105.6377785
"907","Botswana","Sub-Saharan Africa",2000,1757925,50.7654878,151.8056287
"908","Brazil","Latin America & Caribbean",2000,174425387,70.13826829,264.8090352
"909","Brunei Darussalam","East Asia & Pacific",2000,327036,76.23234146,551.3498816
"910","Bulgaria","Europe & Central Asia",2000,8170172,71.66341463,97.67952319
"911","Burkina Faso","Sub-Saharan Africa",2000,12294012,50.20129268,10.89793475
"912","Burundi","Sub-Saharan Africa",2000,6374347,46.00504878,6.874238235
"913","Cambodia","East Asia & Pacific",2000,12446949,57.46414634,18.63949844
"914","Cameroon","Sub-Saharan Africa",2000,15678269,50.07126829,26.50890471
"915","Canada","North America",2000,30769700,79.23658537,2089.213973
"916","Cape Verde","Sub-Saharan Africa",2000,437238,69.44826829,59.30855249
"917","Central African Republic","Sub-Saharan Africa",2000,3701607,43.66336585,10.60961703
"918","Chad","Sub-Saharan Africa",2000,8222327,48.48897561,10.57307527
"919","Chile","Latin America & Caribbean",2000,15419820,76.82173171,386.6430366
"920","China","East Asia & Pacific",2000,1262645000,71.24170732,43.40881009
"921","Colombia","Latin America & Caribbean",2000,39764166,71.00097561,148.3558773
"922","Comoros","Sub-Saharan Africa",2000,562469,57.87643902,12.98030899
"923","Congo, Dem. Rep.","Sub-Saharan Africa",2000,49626200,45.65190244,13.00280979
"924","Congo, Rep.","Sub-Saharan Africa",2000,3135773,54.14585366,21.82067982
"925","Costa Rica","Latin America & Caribbean",2000,3919180,77.80407317,287.9839897
"926","Cote d'Ivoire","Sub-Saharan Africa",2000,16581653,50.16087805,31.77351656
"927","Croatia","Europe & Central Asia",2000,4426000,72.80780488,377.0591131
"928","Cuba","Latin America & Caribbean",2000,11104313,76.36580488,166.334715
"929","Cyprus","Europe & Central Asia",2000,943294,77.95692683,743.99543
"930","Czech Republic","Europe & Central Asia",2000,10272322,74.96829268,361.4184213
"931","Denmark","Europe & Central Asia",2000,5339616,76.59268293,2608.777193
"932","Djibouti","Middle East & North Africa",2000,731930,53.85034146,43.73829624
"933","Dominican Republic","Latin America & Caribbean",2000,8591967,70.89370732,174.7765324
"934","Ecuador","Latin America & Caribbean",2000,12345023,73.39204878,53.5810289
"935","Egypt, Arab Rep.","Middle East & North Africa",2000,67648419,69.08265854,78.61307678
"936","El Salvador","Latin America & Caribbean",2000,5940305,69.70160976,176.5397568
"937","Equatorial Guinea","Sub-Saharan Africa",2000,520380,48.69026829,46.41340987
"938","Eritrea","Sub-Saharan Africa",2000,3667576,56.02497561,7.81860408
"939","Estonia","Europe & Central Asia",2000,1369515,70.41707317,217.2826535
"940","Ethiopia","Sub-Saharan Africa",2000,65577897,51.71012195,5.317679644
"941","Fiji","East Asia & Pacific",2000,811718,67.60731707,79.37417838
"942","Finland","Europe & Central Asia",2000,5176209,77.46585366,1698.627362
"943","France","Europe & Central Asia",2000,60910922,78.95853659,2202.702362
"944","Gabon","Sub-Saharan Africa",2000,1235274,59.69095122,102.3652707
"945","Gambia, The","Sub-Saharan Africa",2000,1297084,55.1567561,21.81104149
"946","Georgia","Europe & Central Asia",2000,4418300,71.56309756,44.7129693
"947","Germany","Europe & Central Asia",2000,82211508,77.92682927,2385.892873
"948","Ghana","Sub-Saharan Africa",2000,19165490,58.3822439,12.3245178
"949","Greece","Europe & Central Asia",2000,10917482,77.88780488,917.2098487
"950","Grenada","Latin America & Caribbean",2000,101522,73.40770732,339.3473555
"951","Guatemala","Latin America & Caribbean",2000,11237101,67.74417073,96.0240871
"952","Guinea","Sub-Saharan Africa",2000,8344486,48.11014634,21.08639557
"953","Guinea-Bissau","Sub-Saharan Africa",2000,1240655,44.88487805,16.63613918
"954","Guyana","Latin America & Caribbean",2000,733101,64.44826829,56.8446622
"955","Haiti","Latin America & Caribbean",2000,8645371,58.37207317,25.67909351
"956","Honduras","Latin America & Caribbean",2000,6218151,70.38202439,76.5893405
"957","Hungary","Europe & Central Asia",2000,10210971,71.24634146,326.0262016
"958","Iceland","Europe & Central Asia",2000,281205,79.65365854,3034.094433
"959","India","South Asia",2000,1053898107,61.61387805,19.5695692
"960","Indonesia","East Asia & Pacific",2000,213395411,65.64636585,15.13273464
"961","Iran, Islamic Rep.","Middle East & North Africa",2000,65342319,69.73965854,231.2898719
"962","Iraq","Middle East & North Africa",2000,24313641,70.7434878,34.26055252
"963","Ireland","Europe & Central Asia",2000,3805174,76.54073171,1561.436461
"964","Israel","Middle East & North Africa",2000,6289000,78.95365854,1494.911049
"965","Italy","Europe & Central Asia",2000,56942108,79.42682927,1553.920709
"966","Jamaica","Latin America & Caribbean",2000,2589388.551,70.47229268,189.4570814
"967","Japan","East Asia & Pacific",2000,126870000,81.07609756,2834.20968
"968","Jordan","Middle East & North Africa",2000,4797500,72.07502439,169.2226234
"969","Kazakhstan","Europe & Central Asia",2000,14883626,65.51707317,50.88072086
"970","Kenya","Sub-Saharan Africa",2000,31253701,52.29963415,19.03641044
"971","Kiribati","East Asia & Pacific",2000,84010,59.53658537,64.41649147
"972","Korea, Rep.","East Asia & Pacific",2000,47008000,75.8554878,508.4592833
"973","Kuwait","Middle East & North Africa",2000,1940786,73.7524878,487.9345442
"974","Kyrgyz Republic","Europe & Central Asia",2000,4898400,68.55853659,12.93295436
